,cellID,t_predominant,geometry
0,2276,Transport,"POLYGON ((2.171524475145847 41.38109987727217, 2.171524475145847 41.38278493585661, 2.173770263356146 41.38278493585661, 2.173770263356146 41.38109987727217, 2.171524475145847 41.38109987727217))"
1,1805,Agri,"POLYGON ((2.155803957673756 41.4451014056373, 2.155803957673756 41.44678480479907, 2.158049745884055 41.44678480479907, 2.158049745884055 41.4451014056373, 2.155803957673756 41.4451014056373))"
2,1618,HD,"POLYGON ((2.151312381253158 41.37941477502505, 2.151312381253158 41.38109987727217, 2.153558169463457 41.38109987727217, 2.153558169463457 41.37941477502505, 2.151312381253158 41.37941477502505))"
3,962,Forests,"POLYGON ((2.131100287360469 41.41984517739332, 2.131100287360469 41.42152923164603, 2.133346075570768 41.42152923164603, 2.133346075570768 41.41984517739332, 2.131100287360469 41.41984517739332))"
4,2824,Industrial,"POLYGON ((2.189490780828238 41.43163264007098, 2.189490780828238 41.43331638862359, 2.191736569038536 41.43331638862359, 2.191736569038536 41.43163264007098, 2.189490780828238 41.43163264007098))"
5,2418,HD,"POLYGON ((2.176016051566445 41.38952473356083, 2.176016051566445 41.39120957382688, 2.178261839776744 41.39120957382688, 2.178261839776744 41.38952473356083, 2.176016051566445 41.38952473356083))"
6,2895,HD,"POLYGON ((2.193982357248835 41.38783984963045, 2.193982357248835 41.38952473356083, 2.196228145459134 41.38952473356083, 2.196228145459134 41.38783984963045, 2.193982357248835 41.38783984963045))"
7,2476,HD,"POLYGON ((2.178261839776744 41.37941477502505, 2.178261839776744 41.38109987727217, 2.180507627987042 41.38109987727217, 2.180507627987042 41.37941477502505, 2.178261839776744 41.37941477502505))"
8,270,LD,"POLYGON ((2.095167675995688 41.42321324222827, 2.095167675995688 41.42489720913971, 2.097413464205987 41.42489720913971, 2.097413464205987 41.42321324222827, 2.095167675995688 41.42321324222827))"
9,2807,Industrial,"POLYGON ((2.189490780828238 41.40300223306082, 2.189490780828238 41.40468672400057, 2.191736569038536 41.40468672400057, 2.191736569038536 41.40300223306082, 2.189490780828238 41.40300223306082))"
10,1159,HD,"POLYGON ((2.137837651991365 41.37098860886039, 2.137837651991365 41.3726739294161, 2.140083440201664 41.3726739294161, 2.140083440201664 41.37098860886039, 2.137837651991365 41.37098860886039))"
11,2617,HD,"POLYGON ((2.182753416197341 41.40131769845415, 2.182753416197341 41.40300223306082, 2.18499920440764 41.40300223306082, 2.18499920440764 41.40131769845415, 2.182753416197341 41.40131769845415))"
12,1261,Industrial,"POLYGON ((2.140083440201664 41.41479275261553, 2.140083440201664 41.41647693787775, 2.142329228411963 41.41647693787775, 2.142329228411963 41.41479275261553, 2.140083440201664 41.41479275261553))"
13,1777,HD,"POLYGON ((2.155803957673756 41.39794849824133, 2.155803957673756 41.39963312018088, 2.158049745884055 41.39963312018088, 2.158049745884055 41.39794849824133, 2.155803957673756 41.39794849824133))"
14,2983,Green_Urban,"POLYGON ((2.198473933669433 41.38952473356083, 2.198473933669433 41.39120957382688, 2.200719721879732 41.39120957382688, 2.200719721879732 41.38952473356083, 2.198473933669433 41.38952473356083))"
15,1685,Industrial,"POLYGON ((2.153558169463457 41.36761783676707, 2.153558169463457 41.36930324464394, 2.155803957673756 41.36930324464394, 2.155803957673756 41.36761783676707, 2.153558169463457 41.36761783676707))"
16,2505,HD,"POLYGON ((2.178261839776744 41.42826501194888, 2.178261839776744 41.42994884784598, 2.180507627987042 41.42994884784598, 2.180507627987042 41.42826501194888, 2.178261839776744 41.42826501194888))"
17,1173,HD,"POLYGON ((2.137837651991365 41.39457912336471, 2.137837651991365 41.39626383263582, 2.140083440201664 41.39626383263582, 2.140083440201664 41.39457912336471, 2.137837651991365 41.39457912336471))"
18,767,HD,"POLYGON ((2.124362922729572 41.39457912336471, 2.124362922729572 41.39626383263582, 2.126608710939871 41.39626383263582, 2.126608710939871 41.39457912336471, 2.124362922729572 41.39457912336471))"
19,1764,HD,"POLYGON ((2.155803957673756 41.37604443954401, 2.155803957673756 41.37772962911555, 2.158049745884055 41.37772962911555, 2.158049745884055 41.37604443954401, 2.155803957673756 41.37604443954401))"
20,1469,HD,"POLYGON ((2.146820804832561 41.37941477502505, 2.146820804832561 41.38109987727217, 2.149066593042859 41.38109987727217, 2.149066593042859 41.37941477502505, 2.146820804832561 41.37941477502505))"
21,1100,HD,"POLYGON ((2.135591863781066 41.39963312018088, 2.135591863781066 41.40131769845415, 2.137837651991365 41.40131769845415, 2.137837651991365 41.39963312018088, 2.135591863781066 41.39963312018088))"
22,1017,Industrial,"POLYGON ((2.133346075570768 41.38783984963045, 2.133346075570768 41.38952473356083, 2.135591863781066 41.38952473356083, 2.135591863781066 41.38783984963045, 2.133346075570768 41.38783984963045))"
23,2892,Industrial,"POLYGON ((2.193982357248835 41.38278493585661, 2.193982357248835 41.384469950778, 2.196228145459134 41.384469950778, 2.196228145459134 41.38278493585661, 2.193982357248835 41.38278493585661))"
24,1558,HD,"POLYGON ((2.149066593042859 41.40300223306082, 2.149066593042859 41.40468672400057, 2.151312381253158 41.40468672400057, 2.151312381253158 41.40300223306082, 2.149066593042859 41.40300223306082))"
25,1538,Industrial,"POLYGON ((2.149066593042859 41.36930324464394, 2.149066593042859 41.37098860886039, 2.151312381253158 41.37098860886039, 2.151312381253158 41.36930324464394, 2.149066593042859 41.36930324464394))"
26,1491,HD,"POLYGON ((2.146820804832561 41.41647693787775, 2.146820804832561 41.41816107947045, 2.149066593042859 41.41816107947045, 2.149066593042859 41.41647693787775, 2.146820804832561 41.41647693787775))"
