,cellID,t_predominant,geometry
0,34546,HD,"POLYGON ((2.1486174354008 41.42253964323586, 2.1486174354008 41.42287644360547, 2.149066593042859 41.42287644360547, 2.149066593042859 41.42253964323586, 2.1486174354008 41.42253964323586))"
1,59301,Sports,"POLYGON ((2.181855100913222 41.43230614473273, 2.181855100913222 41.43264289444325, 2.182304258555282 41.43264289444325, 2.182304258555282 41.43230614473273, 2.181855100913222 41.43230614473273))"
2,39714,HD,"POLYGON ((2.155354800031696 41.38986170510719, 2.155354800031696 41.39019867490699, 2.155803957673756 41.39019867490699, 2.155803957673756 41.38986170510719, 2.155354800031696 41.38986170510719))"
3,37950,HD,"POLYGON ((2.153109011821397 41.39154653664034, 2.153109011821397 41.39188349770721, 2.153558169463457 41.39188349770721, 2.153558169463457 41.39154653664034, 2.153109011821397 41.39154653664034))"
4,37576,HD,"POLYGON ((2.152659854179337 41.38379595004903, 2.152659854179337 41.38413295128679, 2.153109011821397 41.38413295128679, 2.153109011821397 41.38379595004903, 2.152659854179337 41.38379595004903))"
5,49585,HD,"POLYGON ((2.168380371651429 41.39087260926684, 2.168380371651429 41.39120957382688, 2.168829529293489 41.39120957382688, 2.168829529293489 41.39087260926684, 2.168380371651429 41.39087260926684))"
6,44321,HD,"POLYGON ((2.161193849378473 41.38649191104805, 2.161193849378473 41.38682889831347, 2.161643007020532 41.38682889831347, 2.161643007020532 41.38649191104805, 2.161193849378473 41.38649191104805))"
7,63966,HD,"POLYGON ((2.189041623186178 41.43971423482541, 2.189041623186178 41.44005094610344, 2.189490780828238 41.44005094610344, 2.189490780828238 41.43971423482541, 2.189041623186178 41.43971423482541))"
8,53432,Transport,"POLYGON ((2.173321105714086 41.39862235225709, 2.173321105714086 41.39895927664499, 2.173770263356146 41.39895927664499, 2.173770263356146 41.39862235225709, 2.173321105714086 41.39862235225709))"
9,52432,Industrial,"POLYGON ((2.171973632787907 41.40973993481504, 2.171973632787907 41.41007680156227, 2.172422790429966 41.41007680156227, 2.172422790429966 41.40973993481504, 2.171973632787907 41.40973993481504))"
10,38669,HD,"POLYGON ((2.154007327105516 41.39693770411792, 2.154007327105516 41.39727463723903, 2.154456484747576 41.39727463723903, 2.154456484747576 41.39693770411792, 2.154007327105516 41.39693770411792))"
