,cellID,t_predominant,geometry
0,2454,Industrial,"POLYGON ((9.157667686935538 45.50018654322619, 9.157667686935538 45.50176060976992, 9.159913475145837 45.50176060976992, 9.159913475145837 45.50018654322619, 9.157667686935538 45.50018654322619))"
1,4150,HD,"POLYGON ((9.200337662931215 45.49231555040618, 9.200337662931215 45.49388983698383, 9.202583451141512 45.49388983698383, 9.202583451141512 45.49231555040618, 9.200337662931215 45.49231555040618))"
2,6178,Sports,"POLYGON ((9.26321973281958 45.50805643587879, 9.26321973281958 45.50963028238968, 9.26546552102988 45.50963028238968, 9.26546552102988 45.50805643587879, 9.26321973281958 45.50805643587879))"
3,2755,Industrial,"POLYGON ((9.166650839776732 45.43718779554933, 9.166650839776732 45.43876362239251, 9.168896627987031 45.43876362239251, 9.168896627987031 45.43718779554933, 9.166650839776732 45.43718779554933))"
4,3575,HD,"POLYGON ((9.186862933669422 45.43561192469787, 9.186862933669422 45.43718779554933, 9.18910872187972 45.43718779554933, 9.18910872187972 45.43561192469787, 9.186862933669422 45.43561192469787))"
5,3592,HD,"POLYGON ((9.186862933669422 45.46239574407213, 9.186862933669422 45.46397086678795, 9.18910872187972 45.46397086678795, 9.18910872187972 45.46239574407213, 9.186862933669422 45.46239574407213))"
6,4817,HD,"POLYGON ((9.218303968613604 45.46239574407213, 9.218303968613604 45.46397086678795, 9.220549756823903 45.46397086678795, 9.220549756823903 45.46239574407213, 9.218303968613604 45.46239574407213))"
7,5295,HD,"POLYGON ((9.231778697875399 45.51120408489414, 9.231778697875399 45.5127778433922, 9.234024486085696 45.5127778433922, 9.234024486085696 45.51120408489414, 9.231778697875399 45.51120408489414))"
8,2394,Agri,"POLYGON ((9.157667686935538 45.4056620168987, 9.157667686935538 45.40723872391433, 9.159913475145837 45.40723872391433, 9.159913475145837 45.4056620168987, 9.157667686935538 45.4056620168987))"
9,2134,HD,"POLYGON ((9.148684534094341 45.46869597088979, 9.148684534094341 45.47027091757532, 9.150930322304641 45.47027091757532, 9.150930322304641 45.46869597088979, 9.148684534094341 45.46869597088979))"
10,1255,HD,"POLYGON ((9.119489287360457 45.4560948131317, 9.119489287360457 45.45767011187846, 9.121735075570756 45.45767011187846, 9.121735075570756 45.4560948131317, 9.119489287360457 45.4560948131317))"
11,5703,HD,"POLYGON ((9.245253427137191 45.49074121982163, 9.245253427137191 45.49231555040618, 9.247499215347489 45.49231555040618, 9.247499215347489 45.49074121982163, 9.245253427137191 45.49074121982163))"
12,2785,HD,"POLYGON ((9.166650839776732 45.48444345741353, 9.166650839776732 45.48601796402613, 9.168896627987031 45.48601796402613, 9.168896627987031 45.48444345741353, 9.166650839776732 45.48444345741353))"
13,2360,HD,"POLYGON ((9.155421898725237 45.48444345741353, 9.155421898725237 45.48601796402613, 9.157667686935538 45.48601796402613, 9.157667686935538 45.48444345741353, 9.155421898725237 45.48444345741353))"
14,4298,HD,"POLYGON ((9.204829239351811 45.44979317806607, 9.204829239351811 45.45136865284436, 9.207075027562112 45.45136865284436, 9.207075027562112 45.44979317806607, 9.204829239351811 45.44979317806607))"
15,1376,Industrial,"POLYGON ((9.123980863781055 45.46239574407213, 9.123980863781055 45.46397086678795, 9.126226651991354 45.46397086678795, 9.126226651991354 45.46239574407213, 9.123980863781055 45.46239574407213))"
16,5249,Industrial,"POLYGON ((9.231778697875399 45.43876362239251, 9.231778697875399 45.44033940522745, 9.234024486085696 45.44033940522745, 9.234024486085696 45.43876362239251, 9.231778697875399 45.43876362239251))"
17,1391,HD,"POLYGON ((9.123980863781055 45.48601796402613, 9.123980863781055 45.48759242663164, 9.126226651991354 45.48759242663164, 9.126226651991354 45.48601796402613, 9.123980863781055 45.48601796402613))"
18,637,HD,"POLYGON ((9.092539828836872 45.45767011187846, 9.092539828836872 45.45924536661741, 9.094785617047171 45.45924536661741, 9.094785617047171 45.45767011187846, 9.092539828836872 45.45767011187846))"
19,1308,Sports,"POLYGON ((9.121735075570756 45.44821765927981, 9.121735075570756 45.44979317806607, 9.123980863781055 45.44979317806607, 9.123980863781055 45.44821765927981, 9.121735075570756 45.44821765927981))"
20,4637,HD,"POLYGON ((9.213812392193006 45.44191514405419, 9.213812392193006 45.44349083887275, 9.216058180403305 45.44349083887275, 9.216058180403305 45.44191514405419, 9.213812392193006 45.44191514405419))"
21,5641,Sports,"POLYGON ((9.243007638926892 45.49703827811857, 9.243007638926892 45.49861243267575, 9.245253427137191 45.49861243267575, 9.245253427137191 45.49703827811857, 9.243007638926892 45.49703827811857))"
22,4203,Industrial,"POLYGON ((9.202583451141512 45.43876362239251, 9.202583451141512 45.44033940522745, 9.204829239351811 45.44033940522745, 9.204829239351811 45.43876362239251, 9.202583451141512 45.43876362239251))"
