,cellID,t_predominant,geometry
0,7209,HD,"POLYGON ((9.213363234550947 45.52662502062601, 9.213363234550947 45.52788368593662, 9.215159865119185 45.52788368593662, 9.215159865119185 45.52662502062601, 9.213363234550947 45.52662502062601))"
1,5868,HD,"POLYGON ((9.191803667732078 45.495149234561, 9.191803667732078 45.4964086039738, 9.193600298300318 45.4964086039738, 9.193600298300318 45.495149234561, 9.191803667732078 45.495149234561))"
2,3350,HD,"POLYGON ((9.150481164662581 45.46239574407213, 9.150481164662581 45.46365584576539, 9.15227779523082 45.46365584576539, 9.15227779523082 45.46239574407213, 9.150481164662581 45.46239574407213))"
3,4092,HD,"POLYGON ((9.163057578640254 45.51781357486351, 9.163057578640254 45.51907243732133, 9.164854209208492 45.51907243732133, 9.164854209208492 45.51781357486351, 9.163057578640254 45.51781357486351))"
4,7054,HD,"POLYGON ((9.211566603982709 45.46617596465729, 9.211566603982709 45.46743598185595, 9.213363234550947 45.46743598185595, 9.213363234550947 45.46617596465729, 9.211566603982709 45.46617596465729))"
5,2340,Industrial,"POLYGON ((9.128921597843712 45.48885196503099, 9.128921597843712 45.49011147526586, 9.130718228411951 45.49011147526586, 9.130718228411951 45.48885196503099, 9.128921597843712 45.48885196503099))"
6,8390,Transport,"POLYGON ((9.236719431938054 45.46743598185595, 9.236719431938054 45.46869597088979, 9.238516062506294 45.46869597088979, 9.238516062506294 45.46743598185595, 9.236719431938054 45.46743598185595))"
7,7840,HD,"POLYGON ((9.22593964852862 45.46239574407213, 9.22593964852862 45.46365584576539, 9.22773627909686 45.46365584576539, 9.22773627909686 45.46239574407213, 9.22593964852862 45.46239574407213))"
8,1564,HD,"POLYGON ((9.109158661593083 45.495149234561, 9.109158661593083 45.4964086039738, 9.110955292161321 45.4964086039738, 9.110955292161321 45.495149234561, 9.109158661593083 45.495149234561))"
9,6513,HD,"POLYGON ((9.202583451141512 45.46491591929378, 9.202583451141512 45.46617596465729, 9.204380081709752 45.46617596465729, 9.204380081709752 45.46491591929378, 9.202583451141512 45.46491591929378))"
10,8453,HD,"POLYGON ((9.238516062506294 45.43592710238883, 9.238516062506294 45.43718779554933, 9.240312693074532 45.43718779554933, 9.240312693074532 45.43592710238883, 9.238516062506294 45.43592710238883))"
