,cellID,t_predominant,geometry
0,5340,MD,"POLYGON ((4.863989092617923 52.38796088372128, 4.863989092617923 52.38905737462996, 4.865785723186162 52.38905737462996, 4.865785723186162 52.38796088372128, 4.863989092617923 52.38796088372128))"
1,7172,Water,"POLYGON ((4.898125073414465 52.38138136628121, 4.898125073414465 52.3824780206164, 4.899921703982704 52.3824780206164, 4.899921703982704 52.38138136628121, 4.898125073414465 52.38138136628121))"
2,5824,HD,"POLYGON ((4.872972245459119 52.37041332475484, 4.872972245459119 52.37151025148952, 4.874768876027358 52.37151025148952, 4.874768876027358 52.37041332475484, 4.872972245459119 52.37041332475484))"
3,5109,HD,"POLYGON ((4.860395831481445 52.35285879197536, 4.860395831481445 52.35395615460627, 4.862192462049684 52.35395615460627, 4.862192462049684 52.35285879197536, 4.860395831481445 52.35285879197536))"
4,5402,Sports,"POLYGON ((4.865785723186162 52.3462740440176, 4.865785723186162 52.34737157012768, 4.867582353754401 52.34737157012768, 4.867582353754401 52.3462740440176, 4.865785723186162 52.3462740440176))"
5,6533,Water,"POLYGON ((4.885548659436792 52.4098855272191, 4.885548659436792 52.41098147344432, 4.887345290005031 52.41098147344432, 4.887345290005031 52.4098855272191, 4.885548659436792 52.4098855272191))"
6,12167,HD,"POLYGON ((4.989753232394656 52.2924618810943, 4.989753232394656 52.29356074265252, 4.991549862962896 52.29356074265252, 4.991549862962896 52.2924618810943, 4.989753232394656 52.2924618810943))"
7,5502,HD,"POLYGON ((4.867582353754401 52.3462740440176, 4.867582353754401 52.34737157012768, 4.86937898432264 52.34737157012768, 4.86937898432264 52.3462740440176, 4.867582353754401 52.3462740440176))"
8,2123,HD,"POLYGON ((4.797513761593079 52.3824780206164, 4.797513761593079 52.38357464771315, 4.799310392161318 52.38357464771315, 4.799310392161318 52.3824780206164, 4.797513761593079 52.3824780206164))"
9,11139,Transport,"POLYGON ((4.971786926712266 52.36821938956087, 4.971786926712266 52.36931637077872, 4.973583557280505 52.36931637077872, 4.973583557280505 52.36821938956087, 4.971786926712266 52.36821938956087))"
10,6170,HD,"POLYGON ((4.880158767732075 52.32431779947969, 4.880158767732075 52.3254158705915, 4.881955398300314 52.3254158705915, 4.881955398300314 52.32431779947969, 4.880158767732075 52.32431779947969))"
11,4282,Industrial,"POLYGON ((4.842429525799055 52.3824780206164, 4.842429525799055 52.38357464771315, 4.844226156367294 52.38357464771315, 4.844226156367294 52.3824780206164, 4.842429525799055 52.3824780206164))"
12,4438,HD,"POLYGON ((4.846022786935532 52.37370402323557, 4.846022786935532 52.37480086824751, 4.847819417503771 52.37480086824751, 4.847819417503771 52.37370402323557, 4.846022786935532 52.37370402323557))"
13,9991,HD,"POLYGON ((4.953820621029876 52.2957583839875, 4.953820621029876 52.29685716376479, 4.955617251598115 52.29685716376479, 4.955617251598115 52.2957583839875, 4.953820621029876 52.2957583839875))"
14,1667,Transport,"POLYGON ((4.786733978183644 52.41207739243828, 4.786733978183644 52.41317328420121, 4.788530608751883 52.41317328420121, 4.788530608751883 52.41207739243828, 4.786733978183644 52.41207739243828))"
15,2944,LD,"POLYGON ((4.815480067275469 52.33968831515028, 4.815480067275469 52.3407860047494, 4.817276697843708 52.3407860047494, 4.817276697843708 52.33968831515028, 4.815480067275469 52.33968831515028))"
16,12121,HD,"POLYGON ((4.987956601826417 52.37699447655059, 4.987956601826417 52.37809123984228, 4.989753232394656 52.37809123984228, 4.989753232394656 52.37699447655059, 4.987956601826417 52.37699447655059))"
17,4265,MD,"POLYGON ((4.842429525799055 52.36383119226662, 4.842429525799055 52.36492828245416, 4.844226156367294 52.36492828245416, 4.844226156367294 52.36383119226662, 4.842429525799055 52.36383119226662))"
18,6110,HD,"POLYGON ((4.878362137163835 52.36273407483598, 4.878362137163835 52.36383119226662, 4.880158767732075 52.36383119226662, 4.880158767732075 52.36273407483598, 4.878362137163835 52.36273407483598))"
19,4379,Transport,"POLYGON ((4.844226156367294 52.39782832139824, 4.844226156367294 52.39892456718574, 4.846022786935532 52.39892456718574, 4.846022786935532 52.39782832139824, 4.844226156367294 52.39782832139824))"
