,cellID,t_predominant,geometry
0,22524,HD,"POLYGON ((4.87117561489088 52.38083302889911, 4.87117561489088 52.38138136628121, 4.872073930174999 52.38138136628121, 4.872073930174999 52.38083302889911, 4.87117561489088 52.38083302889911))"
1,35888,Industrial,"POLYGON ((4.939447576483963 52.30674495510337, 4.939447576483963 52.30729421210643, 4.940345891768082 52.30729421210643, 4.940345891768082 52.30674495510337, 4.939447576483963 52.30674495510337))"
2,23432,Industrial,"POLYGON ((4.875667191311477 52.34023716335595, 4.875667191311477 52.3407860047494, 4.876565506595597 52.3407860047494, 4.876565506595597 52.34023716335595, 4.875667191311477 52.34023716335595))"
3,42018,Agri,"POLYGON ((4.96370208915519 52.3934430658996, 4.96370208915519 52.39399124666779, 4.96460040443931 52.39399124666779, 4.96460040443931 52.3934430658996, 4.96370208915519 52.3934430658996))"
4,34953,LD,"POLYGON ((4.934057684779246 52.3934430658996, 4.934057684779246 52.39399124666779, 4.934956000063366 52.39399124666779, 4.934956000063366 52.3934430658996, 4.934057684779246 52.3934430658996))"
5,28184,HD,"POLYGON ((4.898125073414465 52.34956654060647, 4.898125073414465 52.35011526619693, 4.899023388698585 52.35011526619693, 4.899023388698585 52.34956654060647, 4.898125073414465 52.34956654060647))"
6,39411,HD,"POLYGON ((4.953820621029876 52.29795591628231, 4.953820621029876 52.29850528231874, 4.954718936313995 52.29850528231874, 4.954718936313995 52.29795591628231, 4.953820621029876 52.29795591628231))"
7,7555,MD,"POLYGON ((4.793920500456601 52.36163693016198, 4.793920500456601 52.36218550590442, 4.794818815740721 52.36218550590442, 4.794818815740721 52.36163693016198, 4.793920500456601 52.36163693016198))"
8,16250,HD,"POLYGON ((4.839734579946696 52.34737157012768, 4.839734579946696 52.347920322965, 4.840632895230815 52.347920322965, 4.840632895230815 52.34737157012768, 4.839734579946696 52.34737157012768))"
9,29990,Industrial,"POLYGON ((4.90620991097154 52.40933754389467, 4.90620991097154 52.4098855272191, 4.90710822625566 52.4098855272191, 4.90710822625566 52.40933754389467, 4.90620991097154 52.40933754389467))"
