,cellID,t_predominant,geometry
0,35234,Transport,"POLYGON ((-9.145843120934831 38.73485791605454, -9.145843120934831 38.73520828055752, -9.145393963292772 38.73520828055752, -9.145393963292772 38.73485791605454, -9.145843120934831 38.73485791605454))"
1,13619,Sports,"POLYGON ((-9.18491983579403 38.69735898510356, -9.18491983579403 38.69770953347049, -9.184470678151971 38.69770953347049, -9.184470678151971 38.69735898510356, -9.18491983579403 38.69735898510356))"
2,13419,Green_Urban,"POLYGON ((-9.185368993436091 38.70717368991826, -9.185368993436091 38.70752419017646, -9.18491983579403 38.70752419017646, -9.18491983579403 38.70717368991826, -9.185368993436091 38.70717368991826))"
3,42156,Green_Urban,"POLYGON ((-9.132368391673038 38.71768795021157, -9.132368391673038 38.71803839892058, -9.131919234030979 38.71803839892058, -9.131919234030979 38.71768795021157, -9.132368391673038 38.71768795021157))"
4,10925,Industrial,"POLYGON ((-9.190309727498747 38.69946224953348, -9.190309727498747 38.69981278759172, -9.189860569856688 38.69981278759172, -9.189860569856688 38.69946224953348, -9.190309727498747 38.69946224953348))"
5,5327,HD,"POLYGON ((-9.202886141476421 38.75027232832128, -9.202886141476421 38.75062261720112, -9.20243698383436 38.75062261720112, -9.20243698383436 38.75027232832128, -9.202886141476421 38.75027232832128))"
6,36395,Green_Urban,"POLYGON ((-9.143597332724532 38.71698704763841, -9.143597332724532 38.71733749978417, -9.143148175082471 38.71733749978417, -9.143148175082471 38.71698704763841, -9.143597332724532 38.71698704763841))"
7,30176,HD,"POLYGON ((-9.154826273776026 38.76778466667636, -9.154826273776026 38.76813486960987, -9.154377116133967 38.76813486960987, -9.154377116133967 38.76778466667636, -9.154826273776026 38.76778466667636))"
8,38327,HD,"POLYGON ((-9.140004071588054 38.73065340796906, -9.140004071588054 38.73100379309497, -9.139554913945995 38.73100379309497, -9.139554913945995 38.73065340796906, -9.140004071588054 38.73065340796906))"
9,23681,HD,"POLYGON ((-9.166055214827519 38.71593568089095, -9.166055214827519 38.71628613819178, -9.16560605718546 38.71628613819178, -9.16560605718546 38.71593568089095, -9.166055214827519 38.71593568089095))"
10,40110,HD,"POLYGON ((-9.136410810451576 38.71173005925086, -9.136410810451576 38.7120805371716, -9.135961652809517 38.7120805371716, -9.135961652809517 38.71173005925086, -9.136410810451576 38.71173005925086))"
11,43458,HD,"POLYGON ((-9.129673445820679 38.71067861517891, -9.129673445820679 38.71102909825451, -9.129224288178619 38.71102909825451, -9.129224288178619 38.71067861517891, -9.129673445820679 38.71067861517891))"
12,37806,HD,"POLYGON ((-9.140902386872174 38.71173005925086, -9.140902386872174 38.7120805371716, -9.140453229230113 38.7120805371716, -9.140453229230113 38.71173005925086, -9.140902386872174 38.71173005925086))"
13,40850,HD,"POLYGON ((-9.135063337525397 38.73310606776068, -9.135063337525397 38.73345644085662, -9.134614179883338 38.73345644085662, -9.134614179883338 38.73310606776068, -9.135063337525397 38.73310606776068))"
14,37616,HD,"POLYGON ((-9.141351544514233 38.72714946219069, -9.141351544514233 38.72749986450184, -9.140902386872174 38.72749986450184, -9.140902386872174 38.72714946219069, -9.141351544514233 38.72714946219069))"
15,6787,Forests,"POLYGON ((-9.199292880339943 38.74116421415749, -9.199292880339943 38.7415145477248, -9.198843722697884 38.7415145477248, -9.198843722697884 38.74116421415749, -9.199292880339943 38.74116421415749))"
16,8042,HD,"POLYGON ((-9.196597934487585 38.75517621622537, -9.196597934487585 38.7555264810414, -9.196148776845526 38.7555264810414, -9.196148776845526 38.75517621622537, -9.196597934487585 38.75517621622537))"
17,17436,Forests,"POLYGON ((-9.177733313521074 38.73135417650233, -9.177733313521074 38.73170455819113, -9.177284155879015 38.73170455819113, -9.177284155879015 38.73135417650233, -9.177733313521074 38.73135417650233))"
18,29835,HD,"POLYGON ((-9.155275431418085 38.73836148374647, -9.155275431418085 38.73871183106317, -9.154826273776026 38.73871183106317, -9.154826273776026 38.73836148374647, -9.155275431418085 38.73836148374647))"
19,35179,HD,"POLYGON ((-9.145843120934831 38.71558522187176, -9.145843120934831 38.71593568089095, -9.145393963292772 38.71593568089095, -9.145393963292772 38.71558522187176, -9.145843120934831 38.71558522187176))"
20,11504,Transport,"POLYGON ((-9.189411412214628 38.74711965105693, -9.189411412214628 38.74746995540587, -9.188962254572568 38.74746995540587, -9.188962254572568 38.74711965105693, -9.189411412214628 38.74711965105693))"
21,46854,HD,"POLYGON ((-9.122486923547724 38.71768795021157, -9.122486923547724 38.71803839892058, -9.122037765905665 38.71803839892058, -9.122037765905665 38.71768795021157, -9.122486923547724 38.71768795021157))"
22,19350,HD,"POLYGON ((-9.174140052384596 38.74291586480718, -9.174140052384596 38.74326618978102, -9.173690894742537 38.74326618978102, -9.173690894742537 38.74291586480718, -9.174140052384596 38.74291586480718))"
23,32139,HD,"POLYGON ((-9.151233012639548 38.73450754983295, -9.151233012639548 38.73485791605454, -9.150783854997488 38.73485791605454, -9.150783854997488 38.73450754983295, -9.151233012639548 38.73450754983295))"
24,7606,HD,"POLYGON ((-9.197496249771705 38.75062261720112, -9.197496249771705 38.75097290436214, -9.197047092129644 38.75097290436214, -9.197047092129644 38.75062261720112, -9.197496249771705 38.75062261720112))"
25,39725,Industrial,"POLYGON ((-9.137309125735696 38.73625936375482, -9.137309125735696 38.73660972138333, -9.136859968093637 38.73660972138333, -9.136859968093637 38.73625936375482, -9.137309125735696 38.73625936375482))"
26,33049,Industrial,"POLYGON ((-9.149885539713368 38.78109116962133, -9.149885539713368 38.78144130722786, -9.149436382071309 38.78144130722786, -9.149436382071309 38.78109116962133, -9.149885539713368 38.78109116962133))"
27,35172,HD,"POLYGON ((-9.145843120934831 38.71313196062399, -9.145843120934831 38.71348243167151, -9.145393963292772 38.71348243167151, -9.145393963292772 38.71313196062399, -9.145843120934831 38.71313196062399))"
28,49638,Industrial,"POLYGON ((-9.116198716558886 38.75622700551683, -9.116198716558886 38.75657726517623, -9.115749558916827 38.75657726517623, -9.115749558916827 38.75622700551683, -9.116198716558886 38.75622700551683))"
29,24837,Transport,"POLYGON ((-9.164258584259281 38.77198698842034, -9.164258584259281 38.772337170725, -9.163809426617222 38.772337170725, -9.163809426617222 38.77198698842034, -9.164258584259281 38.77198698842034))"
30,35430,HD,"POLYGON ((-9.145393963292772 38.71488429867834, -9.145393963292772 38.71523476113421, -9.144944805650713 38.71523476113421, -9.144944805650713 38.71488429867834, -9.145393963292772 38.71488429867834))"
31,39301,HD,"POLYGON ((-9.138207441019816 38.74782025803605, -9.138207441019816 38.74817055894745, -9.137758283377755 38.74817055894745, -9.137758283377755 38.74782025803605, -9.138207441019816 38.74782025803605))"
32,34182,HD,"POLYGON ((-9.147639751503071 38.72679905816102, -9.147639751503071 38.72714946219069, -9.14719059386101 38.72714946219069, -9.14719059386101 38.72679905816102, -9.147639751503071 38.72679905816102))"
33,38143,HD,"POLYGON ((-9.140453229230113 38.74782025803605, -9.140453229230113 38.74817055894745, -9.140004071588054 38.74817055894745, -9.140004071588054 38.74782025803605, -9.140453229230113 38.74782025803605))"
34,3639,Transport,"POLYGON ((-9.20692856025496 38.71278148785817, -9.20692856025496 38.71313196062399, -9.206479402612899 38.71313196062399, -9.206479402612899 38.71278148785817, -9.20692856025496 38.71278148785817))"
35,39059,HD,"POLYGON ((-9.138656598661875 38.74361651303613, -9.138656598661875 38.74396683457253, -9.138207441019816 38.74396683457253, -9.138207441019816 38.74361651303613, -9.138656598661875 38.74361651303613))"
36,21524,Green_Urban,"POLYGON ((-9.170097633606058 38.74326618978102, -9.170097633606058 38.74361651303613, -9.169648475963999 38.74361651303613, -9.169648475963999 38.74326618978102, -9.170097633606058 38.74326618978102))"
37,55599,Industrial,"POLYGON ((-9.098232410876497 38.76918546809608, -9.098232410876497 38.76953566415336, -9.097783253234438 38.76953566415336, -9.097783253234438 38.76918546809608, -9.098232410876497 38.76918546809608))"
38,7817,HD,"POLYGON ((-9.197047092129644 38.75062261720112, -9.197047092129644 38.75097290436214, -9.196597934487585 38.75097290436214, -9.196597934487585 38.75062261720112, -9.197047092129644 38.75062261720112))"
39,35528,HD,"POLYGON ((-9.145393963292772 38.74922145136893, -9.145393963292772 38.74957174540518, -9.144944805650713 38.74957174540518, -9.144944805650713 38.74922145136893, -9.145393963292772 38.74922145136893))"
40,16334,HD,"POLYGON ((-9.179979101731373 38.7555264810414, -9.179979101731373 38.75587674413855, -9.179529944089312 38.75587674413855, -9.179529944089312 38.7555264810414, -9.179979101731373 38.7555264810414))"
41,37424,HD,"POLYGON ((-9.141800702156292 38.74291586480718, -9.141800702156292 38.74326618978102, -9.141351544514233 38.74326618978102, -9.141351544514233 38.74291586480718, -9.141800702156292 38.74291586480718))"
42,21350,HD,"POLYGON ((-9.170546791248119 38.76778466667636, -9.170546791248119 38.76813486960987, -9.170097633606058 38.76813486960987, -9.170097633606058 38.76778466667636, -9.170546791248119 38.76778466667636))"
43,31044,HD,"POLYGON ((-9.153029643207788 38.71173005925086, -9.153029643207788 38.7120805371716, -9.152580485565727 38.7120805371716, -9.152580485565727 38.71173005925086, -9.153029643207788 38.71173005925086))"
44,47030,Industrial,"POLYGON ((-9.122486923547724 38.7793404558006, -9.122486923547724 38.77969060200316, -9.122037765905665 38.77969060200316, -9.122037765905665 38.7793404558006, -9.122486923547724 38.7793404558006))"
45,7670,Sports,"POLYGON ((-9.197047092129644 38.69911170975713, -9.197047092129644 38.69946224953348, -9.196597934487585 38.69946224953348, -9.196597934487585 38.69911170975713, -9.197047092129644 38.69911170975713))"
46,20331,HD,"POLYGON ((-9.172343421816358 38.75027232832128, -9.172343421816358 38.75062261720112, -9.171894264174298 38.75062261720112, -9.171894264174298 38.75027232832128, -9.172343421816358 38.75027232832128))"
47,1782,HD,"POLYGON ((-9.214564240169974 38.69490509842843, -9.214564240169974 38.69525565882197, -9.214115082527915 38.69525565882197, -9.214115082527915 38.69490509842843, -9.214564240169974 38.69490509842843))"
48,56745,Industrial,"POLYGON ((-9.094639149740019 38.77198698842034, -9.094639149740019 38.772337170725, -9.094189992097958 38.772337170725, -9.094189992097958 38.77198698842034, -9.094639149740019 38.77198698842034))"
49,31397,Industrial,"POLYGON ((-9.152580485565727 38.74571841647354, -9.152580485565727 38.74606872769752, -9.152131327923668 38.74606872769752, -9.152131327923668 38.74571841647354, -9.152580485565727 38.74571841647354))"
50,35888,HD,"POLYGON ((-9.144495648008652 38.70682318794185, -9.144495648008652 38.70717368991826, -9.144046490366593 38.70717368991826, -9.144046490366593 38.70682318794185, -9.144495648008652 38.70682318794185))"
51,35732,HD,"POLYGON ((-9.144944805650713 38.73625936375482, -9.144944805650713 38.73660972138333, -9.144495648008652 38.73660972138333, -9.144495648008652 38.73625936375482, -9.144944805650713 38.73625936375482))"
